openalex_id,doi,crossref_encontrado,crossref_tipo,crossref_anio,crossref_certeza_autor,crossref_autor,crossref_afiliacion
https://openalex.org/W4400979198,10.25074/0196318.36.2580,True,journal-article,2023,sin_match,,
https://openalex.org/W4400979652,10.25074/0196318.36.2566,True,journal-article,2023,sin_match,,
https://openalex.org/W4401116499,10.4151/07189729-vol.63-iss.2-art.1428,True,journal-article,2024,sin_match,,
https://openalex.org/W4401506827,10.38123/rre.v4i2.450,True,journal-article,2024,sin_match,,
https://openalex.org/W4401506844,10.38123/amox11.410,True,journal-article,2024,sin_match,,
https://openalex.org/W4401507410,10.38123/rre.v4i2.406,True,journal-article,2024,unico,Diana Vásquez,
https://openalex.org/W4401569926,10.22370/syt.2024.10.4326,True,journal-article,2024,sin_match,,
https://openalex.org/W4401904294,10.4067/s2452-55882024000200088,True,journal-article,2024,unico,Francisca Figueroa,
https://openalex.org/W4402157471,10.2139/ssrn.4931542,True,posted-content,2024,unico,Gonzalo Costa · Pablo Cortés · Tomás Cumsille,
https://openalex.org/W4402206262,10.61490/eial.v35i1.1832,True,journal-article,2024,unico,Marcelo Casals,
https://openalex.org/W4402228074,10.4067/s0719-689x2024000100095,True,journal-article,2024,unico,Thomas Rego,
https://openalex.org/W4402229794,10.4067/s0719-689x2024000100041,True,journal-article,2024,sin_match,,
https://openalex.org/W4402444583,10.59798/ptma.2024.293.5346,True,journal-article,2024,sin_match,,
https://openalex.org/W4402836913,10.1080/17415993.2024.2406314,True,journal-article,2025,unico,Karla Quintero,"Faculty of Law, Finisterrae University, Santiago, Chile"
https://openalex.org/W4402952628,10.4236/jbm.2024.129020,True,journal-article,2024,unico,Esteban Fortuny,
https://openalex.org/W4403114310,10.2139/ssrn.4974689,True,posted-content,2024,unico,Alejandro Leiva,
https://openalex.org/W4403122868,10.4067/s0717-71942024000100401,True,journal-article,2024,unico,MARCELO CASALS,
https://openalex.org/W4403150124,10.1210/jendso/bvae163.1697,True,journal-article,2024,unico,R Gonzalo,"Department of Radiology, Clínica las Condes, Health Innovation Center, Clinica las Condes, School of Medicine, Finis Terrae University , Santiago ,"
https://openalex.org/W4403153474,10.1210/jendso/bvae163.1610,True,journal-article,2024,unico,R Gonzalo,"Department of Radiology, Clínica las Condes, Health Innovation Center, Clinica las Condes, School of Medicine, Finis Terrae University , Santiago ,"
https://openalex.org/W4403210313,10.4067/s0718-85602024000200147,True,journal-article,2024,unico,Jaime Carrasco,
https://openalex.org/W4403453080,10.4000/12ho6,True,journal-article,2024,unico,Marcelo Casals,
https://openalex.org/W4403602936,10.7775/rac.es.v92.i5.20829,True,journal-article,2024,sin_match,,
https://openalex.org/W4403728086,10.48297/4qq6fp24,True,journal-article,2024,sin_match,,
https://openalex.org/W4403821675,10.1101/2024.10.28.620570,True,posted-content,2024,unico,M.N. Nuñez-Lisboa,
https://openalex.org/W4403880531,10.70135/seejph.vi.1723,True,journal-article,2024,ambiguo,Natalia Zañartu-Canihuante | Carola Zañartu-Canihuante,
https://openalex.org/W4403942179,10.23925/2176-4174.v2.2024e67608,True,journal-article,2024,unico,Alberto Rojas Moscoso,
https://openalex.org/W4404024875,10.38123/rer.v3i2.511,True,journal-article,2024,sin_match,,
https://openalex.org/W4404025040,10.38123/rer.v3i2.512,True,journal-article,2024,sin_match,,
https://openalex.org/W4404040957,10.1097/01.pcc.0001084684.15618.ac,True,journal-article,2024,unico,F. Diaz,"Red Colaborativa Pediatrica de Latinoamérica (LARed Network), Santiago, Chile | Universidad Finis Terrae, Unidad De Investigacion Y Epidemiologia Clínica, Escuela de Medicina, Santiago, Chile"
https://openalex.org/W4404040995,10.1097/01.pcc.0001085856.99058.e2,True,journal-article,2024,unico,F. Diaz,"Hospital El Carmen de Maipú, Santiago, Chile | LARed Network, Montevideo, Uruguay | Universidad Finis Terrae, Unidad De Investigacion Y Epidemiologia Clínica, Escuela de Medicina, Santiago, Chile"
https://openalex.org/W4404041158,10.1097/01.pcc.0001084568.48400.43,True,journal-article,2024,unico,F. Diaz,"Hospital El Carmen de Maipú, Santiago, Chile | Red Colaborativa Pediatrica de Latinoamérica (LARed Network), Santiago, Chile | Universidad Finis Terrae, Unidad De Investigacion Y Epidemiologia Clínica, Escuela De Medicina., Santiago, Chile"
https://openalex.org/W4404041197,10.1097/01.pcc.0001085852.76593.7f,True,journal-article,2024,unico,F. Diaz,"Hospital El Carmen de Maipu, Intensive Care Unit, Santiago, Chile | LARed Network, Montevideo, Uruguay | Universidad Finis Terrae, Escuela De Medicina, Santiago, Chile"
https://openalex.org/W4404041428,10.1097/01.pcc.0001085704.74747.20,True,journal-article,2024,unico,C. Carvajal,"Facultad de Medicina, Universidad de Finis Terrae, Santiago de Chile, Chile"
https://openalex.org/W4404041467,10.1097/01.pcc.0001085996.28636.72,True,journal-article,2024,unico,F. Diaz,"Hospital El Carmen de Maipú, Santiago, Chile | Red Colaborativa Pediatrica de Latinoamérica (LARed Network), Santiago, Chile | Universidad Finis Terrae, Unidad de Investigacion Y Epidemiologia Clínica, Escuela De Medicina., Santiago, Chile"
https://openalex.org/W4404041804,10.1097/01.pcc.0001084528.36296.90,True,journal-article,2024,unico,F. Diaz,"Universidad Finis Terrae, Unidad De Investigacion Y Epidemiologia Clínica, Escuela De Medicina, Santiago, Chile"
https://openalex.org/W4404169848,10.31637/epsir-2024-1190,True,journal-article,2024,sin_match,,
https://openalex.org/W4404183715,10.52611/rdpi.num25.2024.1233,True,journal-article,2024,sin_match,,
https://openalex.org/W4404334086,10.35366/118242,True,journal-article,2024,sin_match,,
https://openalex.org/W4404576375,10.38123/psip.1/c2,True,journal-article,2023,sin_match,,
https://openalex.org/W4404576389,10.38123/psip.1/e,True,journal-article,2023,sin_match,,
https://openalex.org/W4404576415,10.38123/psip.1/c1,True,journal-article,2023,sin_match,,
https://openalex.org/W4404583454,10.38123/psip.1/ap,True,journal-article,2023,unico,PSIP,
https://openalex.org/W4404597614,10.12688/f1000research.146070.2,True,journal-article,2024,sin_match,,
https://openalex.org/W4404793138,10.1017/s1041610224001546,True,journal-article,2024,unico,Teresita Ramos Franco,
https://openalex.org/W4404919369,10.18103/mra.v12i11.5901,True,journal-article,2024,unico,Nigel Murray,
https://openalex.org/W4405638840,10.56754/0718-9958.2024.238,True,journal-article,2024,sin_match,,
https://openalex.org/W4405907297,10.20932/barataria.v0i36.704,True,journal-article,2024,unico,Fernando Yanine,
https://openalex.org/W4406049118,10.4067/s2452-55882024000300126,True,journal-article,2024,unico,Juan Caro · Patricia Moya · Sebastián Zamorano,
https://openalex.org/W4406090433,10.38123/rre.v5i1.452,True,journal-article,2025,sin_match,,
https://openalex.org/W4406219671,10.5209/pepu.99215,True,journal-article,2025,unico,Milette Mesías-Machuca · Paz Crisóstomo-Flores,
https://openalex.org/W4406443097,10.51230/ri.v18i1.99,True,journal-article,2025,sin_match,,
https://openalex.org/W4406704302,10.1093/ecco-jcc/jjae190.0303,True,journal-article,2025,unico,R Fernández-Verdejo,"Universidad Finis Terrae, Laboratorio de Fisiología del Ejercicio y Metabolismo LABFEM , Santiago,"
https://openalex.org/W4406805226,10.33996/revistahorizontes.v9i36.897,True,journal-article,2025,sin_match,,
https://openalex.org/W4406896305,10.53940/reys.v5i9.178,True,journal-article,2024,sin_match,,
https://openalex.org/W4406900592,10.1016/j.rec.2024.12.014,True,journal-article,2025,sin_match,,
https://openalex.org/W4406965071,10.18800/lexis.202402.015,True,journal-article,2024,sin_match,,
https://openalex.org/W4408015659,10.32457/scr.v5i1.2836,True,journal-article,2025,unico,Andrés Ferre · Andrés Giglio · María Bernardita Sanhueza,"Centro de pacientes críticos, Clínica Las Condes. Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4408284563,10.24875/rechuro.24000010,True,journal-article,2025,unico,Matías Poblete · Vicente Parada,
https://openalex.org/W4408755980,10.52521/revccc.v2i5.14647,True,journal-article,2025,unico,David Santibañez,
https://openalex.org/W4408935128,10.17126/joralres.2024.018,True,journal-article,2024,unico,Alanis Galaz-Cabrera · Antonia Espinoza-Romero · Joaquín Lucero-Mora,
https://openalex.org/W4409153478,10.2139/ssrn.5205687,True,posted-content,2025,unico,María  Jose Retamal,
https://openalex.org/W4409203007,10.18103/mra.v13i3.6365,True,journal-article,2025,unico,Villalon R,
https://openalex.org/W4409632267,10.1158/1538-7445.am2025-6932,True,journal-article,2025,unico,Keila Torres · Layla Simon,"1Universidad Finis Terrae, Santiago, Chile;"
https://openalex.org/W4409907139,10.22199/issn.0718-9753-2145,True,journal-article,2025,sin_match,,
https://openalex.org/W4410007060,10.2139/ssrn.5227978,True,posted-content,2025,unico,Minwen Li,
https://openalex.org/W4410235329,10.4067/s2452-55882025000100014,True,journal-article,2025,sin_match,,
https://openalex.org/W4410249231,10.2139/ssrn.5243662,True,posted-content,2025,unico,Paula Solar,
https://openalex.org/W4410425417,10.24215/15155994e266,True,journal-article,2025,unico,Rosario Undurraga,
https://openalex.org/W4410473466,10.70536/revanacem/v18n1-311024003,True,journal-article,2024,sin_match,,
https://openalex.org/W4410530056,10.1055/s-0045-1809036,True,journal-article,2025,unico,Vicente Sepulveda,"Universidad Finis Terrae, Providencia, Chile"
https://openalex.org/W4410530131,10.1055/s-0045-1809057,True,journal-article,2025,unico,Juan Pablo Casas-Cordero,"Departamento de Traumatología y Ortopedia, Universidad Finis Terrae, Santiago, Chile | Hospital La Florida, Santiago, Región Metropolitana, Chile"
https://openalex.org/W4410593575,10.24875/iris.24000006,True,journal-article,2025,unico,Gabriela Ghirardelli-Vega · José A. León-Vargas · Pedro P. Garay-Pulgar · Valeria Agurto-Romero,
https://openalex.org/W4410869524,10.1016/j.cdnut.2025.106300,True,journal-article,2025,unico,Sandra L Lopez-Arana,
https://openalex.org/W4410880680,10.1016/j.freeradbiomed.2025.05.012,True,journal-article,2025,unico,Carlos Henriquez-Olguin,
https://openalex.org/W4410888013,10.38123/rer.v3i3.571,True,journal-article,2025,sin_match,,
https://openalex.org/W4410888021,10.38123/rer.v3i3.569,True,journal-article,2025,sin_match,,
https://openalex.org/W4410995235,10.56754/0718-9958.2025.224,True,journal-article,2025,unico,Paolo Caorsi,
https://openalex.org/W4411080277,10.47197/retos.v68.111468,True,journal-article,2025,unico,Caterina Tiscornia · Fabián Vásquez,
https://openalex.org/W4411140285,10.26448/ae9789566276425.126,True,edited-book,2025,unico,Manuel Loyola,
https://openalex.org/W4411266883,10.2139/ssrn.5293647,True,posted-content,2025,unico,Miguel Lagos · Rodrigo Paredes,
https://openalex.org/W4411360670,10.53439/stdfyt55.28.2025.55-80,True,journal-article,2025,unico,Thomas Rego,
https://openalex.org/W4411687300,10.38123/psip.3.3,True,journal-article,2025,sin_match,,
https://openalex.org/W4411687977,10.38123/psip.3.8,True,journal-article,2025,sin_match,,
https://openalex.org/W4411687985,10.38123/psip.3.0,True,journal-article,2025,sin_match,,
https://openalex.org/W4411687987,10.38123/psip.3.7,True,journal-article,2025,sin_match,,
https://openalex.org/W4411793577,10.62169/rg.i34.2545,True,journal-article,2025,sin_match,,
https://openalex.org/W4411864837,10.2139/ssrn.5334494,True,posted-content,2025,sin_match,,
https://openalex.org/W4411917584,10.59856/arch.soc.chil.med.deporte.v70i1.113,True,journal-article,2025,unico,Jorge Cancino,
https://openalex.org/W4411983221,10.38123/rre.v5i2.527,True,journal-article,2025,sin_match,,
https://openalex.org/W4411983243,10.38123/rre.v5i2.604,True,journal-article,2025,unico,Sebastián Escobar,
https://openalex.org/W4412073029,10.21703/2735-6345.3124,True,journal-article,2025,sin_match,,
https://openalex.org/W4412135051,10.2139/ssrn.5342897,True,posted-content,2025,unico,Alfonso Carriel-Nesvara · Cristóbal Muñoz-Medina · Juan Gutiérrez · Mauricio CastRo,
https://openalex.org/W4412375847,10.4185/rlcs-2026-2473,True,journal-article,2025,unico,Verónica Gubbins,
https://openalex.org/W4412436475,10.5354/3087-2332.2025.79079,True,journal-article,2025,sin_match,,
https://openalex.org/W4412546572,10.3389/fragi.2025.1548667,True,journal-article,2025,unico,Teresita Ramos,
https://openalex.org/W4412565845,10.20453/spirat.v3ine1.5473,True,journal-article,2025,unico,Karen Basfi-Fer,
https://openalex.org/W4412608999,10.17561/rtc.28.9512,True,journal-article,2025,sin_match,,
https://openalex.org/W4412622079,10.22533/at.ed.2165925260610,True,journal-article,2025,unico,Bruno Verdugo · Camilo Provoste · Cesar Guzmán · Patricia Moya,
https://openalex.org/W4412717942,10.4067/s0718-381x2025000200183,True,journal-article,2025,unico,R Macchiavello-Macho,
https://openalex.org/W4412738376,10.21703/rexe.v24i55.3125,True,journal-article,2025,unico,Carola Zañartu-Canihuante,"Universidad Finis Terrae, Chile"
https://openalex.org/W4412792919,10.22395/csye.v12n24a8,True,journal-article,2024,unico,Valeria Radrigán,
https://openalex.org/W4412982913,10.5354/0719-5338.2025.78977,True,journal-article,2025,unico,Benjamín Lagos,
https://openalex.org/W4413010154,10.21203/rs.3.rs-7115282/v1,True,posted-content,2025,unico,Paulo Valderrama,Finis Terrae University
https://openalex.org/W4413314677,10.2139/ssrn.5396257,True,posted-content,2025,unico,Miguel Lagos · Rodrigo Paredes,
https://openalex.org/W4413327902,10.2139/ssrn.5386797,True,posted-content,2025,unico,Carolina Estremadoyro · Caterina Tiscornia · Karen Basfi-Fer · Sandra Lopez-Arana,
https://openalex.org/W4413407494,10.20944/preprints202508.1423.v1,True,posted-content,2025,unico,Socrates Aedo,
https://openalex.org/W4413821241,10.1016/j.jtho.2025.07.094,True,journal-article,2025,unico,Rene Letelier-Farias,
https://openalex.org/W4413953921,10.1007/978-3-319-31739-7_54-1,True,book-chapter,2025,sin_match,,
https://openalex.org/W4414028645,10.70536/revanacem/v19n2-202564,True,journal-article,2025,sin_match,,
https://openalex.org/W4414119629,10.7764/rda.15.83868,True,journal-article,2025,sin_match,,
https://openalex.org/W4414158035,10.1080/01416200.2025.2555987,True,journal-article,2026,unico,Javier Díaz-Tejo,Universidad Finis Terrae
https://openalex.org/W4414293502,10.1155/crh/5560781,True,journal-article,2025,unico,Dan Hartman · Nigel P. Murray,
https://openalex.org/W4414457435,10.32457/rjyd.v8it.2903,True,journal-article,2025,unico,Betty Martínez-Cárdenas,"Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4414600299,10.2139/ssrn.5546524,True,posted-content,2025,unico,Mauricio Sauma,
https://openalex.org/W4414620796,10.24875/bmhime.m25000086,True,journal-article,2026,unico,Cristóbal Carvajal,
https://openalex.org/W4414729841,10.1007/978-3-032-00718-6_9,True,book-chapter,2026,unico,Rodrigo Paredes,
https://openalex.org/W4414801168,10.1016/j.nmd.2025.105679,True,journal-article,2025,unico,C. Castiglioni,
https://openalex.org/W4414801416,10.1016/j.nmd.2025.105689,True,journal-article,2025,unico,B. Suarez · C. Castiglioni,
https://openalex.org/W4415511063,10.24822/rjduandes.0901.9,True,journal-article,2025,sin_match,,
https://openalex.org/W4415519204,10.1016/j.jtho.2025.09.1671,True,journal-article,2025,sin_match,,
https://openalex.org/W4415520344,10.1016/j.jtho.2025.09.1729,True,journal-article,2025,sin_match,,
https://openalex.org/W4415555129,10.31977/grirfi.v25i3.5424,True,journal-article,2025,sin_match,,
https://openalex.org/W4415603401,10.1155/crig/8822406,True,journal-article,2025,sin_match,,
https://openalex.org/W4415825535,10.38123/rer.v3i4.890,True,journal-article,2025,sin_match,,
https://openalex.org/W4415825585,10.38123/rer.v3i4.889,True,journal-article,2025,sin_match,,
https://openalex.org/W4415878147,10.15517/q8zbnr30,True,journal-article,2026,sin_match,,
https://openalex.org/W4416020218,10.1016/bs.ircmb.2025.10.005,True,book-chapter,2026,unico,Alfonso Carriel-Nesvara · Cristóbal Muñoz-Medina · Mauricio Castro-Sepulveda,
https://openalex.org/W4416174976,10.7764/rda.13.75101,True,journal-article,2024,sin_match,,
https://openalex.org/W4416253718,10.4000/155bm,True,journal-article,2025,sin_match,,
https://openalex.org/W4416356447,10.1016/j.accpm.2025.101677,True,journal-article,2026,unico,Andres Ferre · Andres Giglio · Javiera García · Pablo Hasbun,
https://openalex.org/W4416465426,10.2139/ssrn.5781607,True,posted-content,2025,sin_match,,
https://openalex.org/W4416614741,10.5256/f1000research.160108.r286385,True,peer-review,2024,sin_match,,
https://openalex.org/W4416645963,10.5256/f1000research.173169.r342392,True,peer-review,2024,sin_match,,
https://openalex.org/W4416648728,10.5354/0718-2236.2025.80903,True,journal-article,2025,sin_match,,
https://openalex.org/W4416650669,10.5256/f1000research.160108.r286389,True,peer-review,2024,sin_match,,
https://openalex.org/W4416702347,10.18272/pd.v9i1.3955,True,journal-article,2025,unico,Ayleen Pérez · Catalina Palacios,
https://openalex.org/W4416796071,10.1016/j.recot.2025.11.032,True,journal-article,2026,unico,T. Pineda,
https://openalex.org/W4416895969,10.1186/s13063-025-09231-9,True,journal-article,2025,sin_match,,
https://openalex.org/W4416982453,10.5944/rdp.124.2025.46897,True,journal-article,2025,sin_match,,
https://openalex.org/W4416987194,10.1123/ijspp.2025-0231,True,journal-article,2026,unico,Iñigo Mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, UPV/EHU, Leioa, Basque Country | Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4417015840,10.21703/issn2735-6337/2025.n47.01,True,journal-article,2025,sin_match,,
https://openalex.org/W4417177784,10.1016/j.ejwf.2025.07.292,True,journal-article,2025,unico,Francisca Figueroa Pimentel · Jan Franco Carvallo · Zvonimir Zlatar,
https://openalex.org/W4417178061,10.1016/j.ejwf.2025.07.482,True,journal-article,2025,unico,Claudia Valenzuela-Zúñiga · Claudia Zuñiga Reyes · Isaias Campbell · Jan Franco Carvallo,
https://openalex.org/W4417323562,10.1016/j.piel.2025.06.010,True,journal-article,2026,unico,Daniza Bilicic,
https://openalex.org/W4417436740,10.1123/ijspp.2025-0378,True,journal-article,2026,unico,Iñigo Mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Basque Country | Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4417437180,10.7775/rac.v92i4.395,True,journal-article,2024,unico,Fernando J. Verdugo,
https://openalex.org/W7106649433,10.17151/rlef.2025.17.1.10,True,journal-article,2025,sin_match,,
https://openalex.org/W7110397290,10.1017/s0307883325100849,True,journal-article,2025,unico,Andrea Casals-Hill,Universidad Fins Terrae
https://openalex.org/W7115885832,10.5354/0718-672x.2025.78931,True,journal-article,2025,sin_match,,
https://openalex.org/W7116684314,10.21203/rs.3.rs-8399476/v1,True,posted-content,2025,unico,Vicente Merino Gallardo,Finis Terrae University
https://openalex.org/W7117407106,10.17561/rtc.extra10.9862,True,journal-article,2025,sin_match,,
https://openalex.org/W7117465968,10.5354/0719-837x.2025.80011,True,journal-article,2025,unico,Clarisa Menteguiaga,
https://openalex.org/W7117467320,10.5354/0719-837x.2025.80880,True,journal-article,2025,unico,Francisca Gili,
https://openalex.org/W7118176004,10.5354/2735-7473.2025.82613,True,journal-article,2025,unico,Camilo Basualto · Rosario Undurraga,
https://openalex.org/W7118177741,10.15691/textoshibridos.v10i1.180,True,journal-article,2023,sin_match,,
https://openalex.org/W7118903314,10.35588/spcjnq58,False,,,sin_registro,,
https://openalex.org/W7123609351,10.5281/zenodo.18231714,False,,,sin_registro,,
https://openalex.org/W7123656127,10.5281/zenodo.18231713,False,,,sin_registro,,
https://openalex.org/W7124918947,10.35951/v7i2.257,True,journal-article,2025,unico,Paz Crisóstomo,
https://openalex.org/W7125820844,10.30827/rl.v0i36.34135,True,journal-article,2025,sin_match,,
https://openalex.org/W7125901761,10.53689/ea.v17i2.296,True,journal-article,2025,sin_match,,
https://openalex.org/W7131858242,10.1590/rbce.47.e20240115,True,journal-article,2025,unico,Jorge Cancino · Karla Echeverría,"Universidad Finis Terrae,  Chile"
https://openalex.org/W7133741286,10.4067/s0719-53892025000200157,True,journal-article,2025,sin_match,,
https://openalex.org/W7154458846,10.5281/zenodo.18774255,False,,,sin_registro,,
https://openalex.org/W7154507754,10.5281/zenodo.18774256,False,,,sin_registro,,
https://openalex.org/W7154616572,10.51698/tripodos.2025.58.08,True,journal-article,2025,sin_match,,
https://openalex.org/W7162659178,10.52611/rdpi.num26.2025.1327,True,journal-article,2025,sin_match,,
https://openalex.org/W7165918006,10.32629/ameir.v2i4.2815,True,journal-article,2024,sin_match,,
https://openalex.org/W7171518179,10.5281/zenodo.21649137,False,,,sin_registro,,
https://openalex.org/W7171532298,10.5281/zenodo.21649138,False,,,sin_registro,,
