openalex_id,doi,titulo,anio,tipo,citas_openalex,autor_uft,institucion_declarada,motivo,tipo_hallazgo,severidad,consecuencia,resolucion,fecha_consulta
https://openalex.org/W4367336808,10.1590/s1678-4634202349263089esp,Liderazgo en la educación parvularia Chilena durante la pandemia: experiencias y significados,2023,article,4,Carola Zañartu Canihuante,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4388452031,10.31619/caledu.n59.1378,Racionalización y mercadización: una mirada en la discusión sobre neoliberalismo en la educación superior,2023,article,4,Francisca Puyol,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4404050318,10.1177/08850666241293034,Adult Code Sepsis: A Narrative Review of its Implementation and Impact,2024,review,4,Andrés Giglio; Andrés Ferre,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4401507305,10.38123/rre.v4i2.429,educación emocional en la primera infancia: Implicancia de las prácticas docentes efectuadas después de la pandemia,2024,article,3,Carolina Núñez Barahona,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4410053593,10.5354/0718-2236.2025.78773,¿Hacia una Política de Educación Sexual Integral en Chile? Percepciones de profesores jóvenes.,2025,article,3,Beatriz Torres Pino; Sebastián Escobar González,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4412640878,10.1080/10408398.2025.2534173,"Reduction of the formation and toxicity of heterocyclic aromatic amines (PhIP, IQ, MeIQ, MeIQx) in food: potential of nucleophilic compounds as mitigating agents",2025,article,3,María Salomé Mariotti‐Celis,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W7117496424,10.1123/ijsnem.2025-0101,UCI Sports Nutrition Project: Special Environments,2025,article,3,Iñigo Mujika,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4385197716,10.38123/amox8.287,Desde el manuscrito al impreso en medio de la catástrofe:el caso de los oracionales judeo-portugueses (sidurim) durante los siglos XV-XVII,2023,article,2,Ignacio Chuecas Saldías,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4401808384,10.30545/academo.2024.set-dic.9,La familia como factor para integrar tecnología en la escuela básica chilena,2024,article,2,Patricio González,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4412593741,10.30827/profesorado.v29i2.32229,Profesores en evaluación: el impacto del género en los resultados de la evaluación docente universitaria,2025,article,2,Rosario Undurraga; José Tomás Montalva; Emilio Guerrero Barrera,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4412738384,10.21703/rexe.v24i55.3066,Procesos reflexivos en experiencias de práctica temprana: aciertos y desafíos de la formación inicial docente,2025,article,2,Rosa Ibáñez Muñoz; Gabriela Andrea Butamanco Vera,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4413012084,10.1007/s12565-025-00873-y,"Internal carotid artery agenesis: a systematic review of prevalence, basal brain circulation variations, and associated pathologies",2025,review,2,Mathias Orellana‐Donoso,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4415704543,10.1016/j.arth.2025.10.075,2025 ICM: Abbreviated Two- and 1.5-Stage,2025,article,2,Gabriel Baron,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4416148271,10.1038/s41574-025-01209-6,Driving hypertension: non-classic apparent mineralocorticoid excess,2025,article,2,Alejandra Tapia-Castillo,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4360850685,10.22206/cys.2023.v48i1.pp9-32,Placeres tecnosexuales. Claves hacia la comprensión de la sexualidad humano-máquina,2023,article,5,Valeria Radrigán,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4387029121,10.35366/112734,Neuronas espejo y sistemas neuronales asociados al aprendizaje clínico. Una revisión de la literatura,2023,article,3,Mathias Orellana‐Donoso,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4393374279,10.21703/rexe.v23i51.2189,Uso de las competencias investigativas en docentes en ejercicio de Lenguaje en Educación Básica,2024,article,3,Jennifer Caroca-Guzmán,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4409691948,10.1186/s43067-025-00202-3,Development of intelligent smart energy monitoring systems for renewable energy source using Proteus-8 environment and validated with experimentation,2025,article,3,Franco Fernando Yanine,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4377139965,10.37417/rpd/vol_7_2023_1259,Retroactivity and legitimate expectation in the UK Administrative Law,2023,article,2,Jaime Letelier,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4382893631,10.36105/mye.2023v34n3.01,El problema de la autonomía individual y la autoridad familiar en la toma de decisiones en ética clínica,2023,article,2,Paulo López-Soto; Manuel J. Santos,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4385076904,10.1016/j.medine.2023.07.001,Factors associated with prolonged mechanical ventilation in children with pulmonary failure: Cohort study from the LARed Network registry,2023,article,2,Franco Díaz,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4395667602,10.4151/07189729-vol.63-iss.1-art.1522,Comprensiones de la colaboración y el diálogo docente en Chile: implicancias para el liderazgo escolar,2024,article,2,Daniela Alejandra Figueroa Moya,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4403300557,10.5102/rdi.v21i1.9422,Transparencia de la inteligencia artificial en la administración pública: Una revisión de estándares internacionales,2024,article,2,Ivette Esis Villarroel,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4386973707,10.31857/s0044748x0027277-3,"The daily life of popular power: a JAP in the Gabriela neighborhood of Puente Alto. Chile, 1973",2023,article,1,Manuel Loyola,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4389250203,10.6018/edumed.582211,Síndrome de Burnout en estudiantes de odontología durante el regreso a la presencialidad,2023,article,1,Patrícia Rivera; Diva Rudloff Sepúlveda; Gonzalo Alarcón; Nicolas Ponce Ibáñez,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4391135038,10.4067/s0718-85602023000300161,Cirugía de Ross en Chile: Tasa libre de reoperación y supervivencia global en una cohorte de más de 10 años de seguimiento,2023,article,1,Álvaro Heras Garafulich,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4392664987,10.38123/rre.v4i1.361,Participación parental y permanencia en educación superior,2024,article,1,Evelyn Olave Carimoney; Verónica Gubbins,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4396577719,10.5354/0719-3769.2024.73925,Relaciones internacionales y política exterior en el liderazgo presidencial digital,2024,article,1,Vanessa Cárdenas,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4396902598,10.1016/j.rec.2024.05.001,2024 SIAC guidelines on cardiorespiratory rehabilitation in pediatric patients with congenital heart disease,2024,article,1,Paulo Valderrama,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4400609018,10.1016/j.oooo.2024.04.095,HEAD AND NECK LYMPHANGIOMAS,2024,article,1,Иволга Р.А.,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4406099054,10.4151/07197969-vol.13-iss.1-art.764,"Vacunar contra la viruela más allá de la capital. Implementación, implementadores y desafíos de una política pública, 1820-1840",2023,article,1,Paula Caffarena Barcenilla,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4406201050,10.1002/alz.089192,Neuroanatomical Correlates of Functional Capacity in Activities of Daily Living in the Alzheimer´s Disease Continuum,2024,article,1,J. Herrero,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4414059568,10.1177/08850666251359548,Association of Ventilatory Ratio with Acute Cor Pulmonale and Mortality in COVID-19 ARDS: A Cohort Study,2025,article,1,Martín H. Benites,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4414682887,10.20453/reh.v35i3.6505,Determinantes estructurales relacionados con la tasa de consulta de urgencia odontológica ambulatoria en una zona fronteriza de Chile,2025,article,1,Patrícia Rivera; Juan Carlos Caro Cassali; Sebastián Zamorano Vidal; Nicolas Ponce Ibáñez,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4415242465,10.14201/azafea202527287310,Dos concepciones de la identidad práctica: Aristóteles y Korsgaard,2025,article,1,Adriana Romero,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4416589664,10.1016/j.wneu.2025.124652,Arcuate Foramen of the Atlas Vertebra and its Correlation with Clinical Implications in the Craniocervical Region: A Systematic Review and Meta-analysis,2025,review,1,Mathias Orellana Donoso,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4417019251,10.1177/19417381251393643,Regional Activation of the Latissimus Dorsi Muscle by High-Density Surface Electromyography During Isometric Shoulder and Trunk Exercises,2025,article,1,Melissa Muñoz-Garcés; Guillermo Méndez-Rebolledo,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4417325590,10.1007/s00345-025-06127-w,Automated intrarenal pressure control in flexible ureteroscopy using an integrated ureteroscope pressure measurement and fluid management system: first-in‐human use,2025,article,1,Helga Ibañez; Vicente Elorrieta; J. Mora Salvadó,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4417441759,10.1016/j.tem.2025.11.001,Uncovering the muscle clock–mitochondria axis through exercise,2025,article,1,Mauricio Castro-Sepulveda,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W4417467275,10.1016/j.neuroscience.2025.12.034,Contextual & physiological markers for individual distress (CP-MIND). Brain health as a comprehensive framework for Mental-health equity,2025,article,1,Juan Pablo Morales,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
https://openalex.org/W7116691273,10.3390/inorganics14010003,"Comprehensive Structural, Electronic, and Biological Characterization of fac-[Re(CO)3(5,6-epoxy-5,6-dihydro-1,10-phenanthroline)Br]: X-Ray, Aromaticity, Electrochemistry, and HeLa Cell Viability",2025,article,1,Rosaly Morales-Guevara,Finis Terrae University,"con DOI, y ese DOI no está en el universo",V2-26_obra_institucional_fuera_del_universo,media,"OpenAlex la atribuye a la institución y el universo no la tiene; puede ser producción fuera de Scopus, una atribución errónea, o un tipo documental excluido a propósito",PENDIENTE_REVISION_HUMANA,2026-08-26
